"CMTE_ID","CMTE_NM","TRES_NM","CMTE_ST1","CMTE_ST2","CMTE_CITY","CMTE_ST","CMTE_ZIP","CMTE_DSGN","CMTE_TP","CMTE_PTY_AFFILIATION","CMTE_FILING_FREQ","ORG_TP","CONNECTED_ORG_NM","CAND_ID","robin_id","display_name","group","type","id","dataset","dataset_id"
"C00708339","WISE INFORMATION TECHNOLOGY ASSOCIATION","MIMS, JOSHUA JACKSON","15319 MONTES LANDING DR","","CYPRESS","TX","77433","U","N","","Q","M","WISE&SAVVY","","1583200173824672639","WISE INFORMATION TECHNOLOGY ASSOCIATION","","Committee","C00708339","fec","C00708339"
"C00708347","JON DALRYMPLE JR. FOR CONGRESS EXPLORATORY COMMITTEE","DALRYMPLE, JON JR.","133 NORTH LINCOLN AVE.","","WASHINGTON","NJ","07882","P","H","REP","Q","","NONE","H0NJ05182","1583200173824962905","JON DALRYMPLE JR. FOR CONGRESS EXPLORATORY COMMITTEE","REP","Committee","C00708347","fec","C00708347"
"C00708354","NJ COMMUNITY INITIATIVES","WOHLRAB, STEPHANIE A","PO BOX 1964","","BRICK","NJ","08723","U","V","","T","","","","1583200173824158862","NJ COMMUNITY INITIATIVES","","Committee","C00708354","fec","C00708354"
"C00708362","GND PAC","EDE, CHRISTOPHER","2317 15TH ST NW","","WASHINGTON","DC","20009","U","O","","Q","","NONE","","158320017382554460","GND PAC","","Committee","C00708362","fec","C00708362"
"C00708370","SUPERGND","EDE, CHRISTOPHER","2317 15TH ST","","WASHINGTON","DC","20009","U","O","","Q","","NONE","","1583200173825920934","SUPERGND","","Committee","C00708370","fec","C00708370"
"C00708388","LIGON 4 CONGRESS","CURTIS, ELIZABETH","3001 CARDINAL DR.","","SIERRA VISTA","AZ","85635","P","H","REP","T","","","H0AZ02224","1583200173825910495","LIGON 4 CONGRESS","REP","Committee","C00708388","fec","C00708388"
"C00708396","GREEN NEW DEAL NOW","EDE, CHRISTOPHER","2317 15TH ST NW","","WASHINGTON","DC","20009","U","O","","Q","","NONE","","1583200173825397225","GREEN NEW DEAL NOW","","Committee","C00708396","fec","C00708396"
"C00708404","IVAN TORRES 2020","TORRES, IVAN","757 PALM ST","","SAN JOSE","CA","95110","P","H","DEM","Q","","NONE","H0CA19207","1583200173825987966","IVAN TORRES 2020","DEM","Committee","C00708404","fec","C00708404"
"C00708412","UNTERMAN FOR CONGRESS, INC.","MURRAY LOWMAN, MARGARET E","3212 CLOUDLAND COURT","","BUFORD","GA","30519","P","H","REP","Q","","NONE","H0GA07299","1583200173825975245","UNTERMAN FOR CONGRESS, INC.","REP","Committee","C00708412","fec","C00708412"
"C00708420","CITIZEN EMPOWERMENT FUND","CIFARELLI, MICHAEL JOHN","3613 BARING STREET","","PHILA","PA","19104","U","V","","Q","","NONE","","1583200173825314185","CITIZEN EMPOWERMENT FUND","","Committee","C00708420","fec","C00708420"
"C00708438","COMMITTEE TO ELECT M.LATROY ALEXANDRIA-WILLIAMS PRESIDENT/USA","THREATT, NELL MRS WILLIAMS","3250 COMMERCIAL STE. 3258","","MEMPHIS","TN","38116","P","P","DEM","Q","","NONE","P00012252","1583200173825855518","COMMITTEE TO ELECT M.LATROY ALEXANDRIA-WILLIAMS PRESIDENT/USA","DEM","Committee","C00708438","fec","C00708438"
"C00708446","DAVID FRITZ FOR CONGRESS","FRITZ, AUDREYANN","28314 SOCORRO STREET","","MURRIETA","CA","92563","P","H","REP","Q","","NONE","H0CA42225","1583200173825440124","DAVID FRITZ FOR CONGRESS","REP","Committee","C00708446","fec","C00708446"
"C00708453","AMERICAN VETERAN SOCIETY","LEAGUE, RICHARD CARTER LEAGUE","201 SMITH STREET","","HARTWELL","GA","30643","U","O","","Q","","NONE","","1583200173825113529","AMERICAN VETERAN SOCIETY","","Committee","C00708453","fec","C00708453"
"C00708461","COMMITTEE TO ELECT M.LATROYALEXANDRIA-WILLIMS FOR PRESIDENT OF USA","THREATT-WILLIAMS, NELL MRS. WILLIAMS","3250 COMMERCIAL PKWY. STE. 3258","3250COMMERCIAL PKWY.  STE.3258","MEMPHIS","TN","38116","A","P","DEM","Q","","NONE","P00012252","1583200173825172640","COMMITTEE TO ELECT M.LATROYALEXANDRIA-WILLIMS FOR PRESIDENT OF USA","DEM","Committee","C00708461","fec","C00708461"
"C00708479","ARBALLO FOR CONGRESS","JACKSON, SUE","PO BOX 3406","","FRESNO","CA","93650","P","H","DEM","Q","","","H0CA22102","1583200173825696142","ARBALLO FOR CONGRESS","DEM","Committee","C00708479","fec","C00708479"
"C00708487","MCSALLY SENATE VICTORY FUND 2020","KILGORE, PAUL","824 S MILLEDGE AVE STE 101","","ATHENS","GA","30605","J","N","","Q","","NONE","","1583200173825501567","MCSALLY SENATE VICTORY FUND 2020","","Committee","C00708487","fec","C00708487"
"C00708495","YOUR VOTE MATTERS 2020","PALUMBO, JASON","1204 S. OAKCREST ROAD","","ARLINGTON","VA","22202","U","V","","Q","","NONE","","1583200173825687852","YOUR VOTE MATTERS 2020","","Committee","C00708495","fec","C00708495"
"C00708503","FREE TACOS FOR AMERICA","ADLER, LOUIS B ADLER","5951 VILLAGE CTR. LOOP RD","","SAN DIEGO","CA","92130","U","N","","Q","","NONE","","1583200173825214759","FREE TACOS FOR AMERICA","","Committee","C00708503","fec","C00708503"
"C00708511","MARA FOR CALIFORNIA","MCCAULEY, MIKE","PO BOX 235318","","ENCINITAS","CA","92023","P","H","REP","T","","","H0CA49139","1583200173825939057","MARA FOR CALIFORNIA","REP","Committee","C00708511","fec","C00708511"
"C00708529","BOBBY BLIATOUT FOR CONGRESS","LEWIS, DENISE","5429 MADISON AVENUE","","SACRAMENTO","CA","95841","P","H","DEM","Q","","NONE","H8CA22154","1583200173825298543","BOBBY BLIATOUT FOR CONGRESS","DEM","Committee","C00708529","fec","C00708529"
"C00708537","ZOTEC POLITICAL ACTION COMMITTEE","ISENBERG, MARK A MR.","11460 NORTH MERIDIAN STREET","","CARMEL","IN","46032","U","N","","Q","","NONE","","1583200173825672575","ZOTEC POLITICAL ACTION COMMITTEE","","Committee","C00708537","fec","C00708537"
"C00708545","OHIO PROSPERITY FUND","RITER, JOEL","P.O. BOX 75650","","WASHINGTON","DC","20013","U","V","","Q","","NONE","","1583200173825671189","OHIO PROSPERITY FUND","","Committee","C00708545","fec","C00708545"
"C00708552","ABOLISH THE ELECTORAL COLLEGE","COLEMAN, KIMBERLY","3930 NEW HAMPSHIRE AVE NW","","WASHINGTON","DC","20011","U","N","","Q","","","","158320017382560360","ABOLISH THE ELECTORAL COLLEGE","","Committee","C00708552","fec","C00708552"
"C00708560","DAN BISHOP VICTORY COMMITTEE","ELLIS, AMY","10809 GRASSY CREEK PL","","RALEIGH","NC","27614","J","N","","Q","","NONE","","1583200173826362580","DAN BISHOP VICTORY COMMITTEE","","Committee","C00708560","fec","C00708560"
"C00708578","CAMPBELL 2020","CAMPBELL, HYLE ALEXANDER CAMPBELL","28853 BAY HEIGHTS ROAD","","HAYWARD","CA","94542","A","H","DEM","Q","","NONE","","1583200173826106151","CAMPBELL 2020","DEM","Committee","C00708578","fec","C00708578"
"C00708586","BLEVINS FOR PRESIDENT","BLEVINS, KENNETH","5194 N STATE HIGHWAY 97","","SAND SPRINGS","OK","74063","P","P","LIB","Q","","NONE","P00012278","1583200173826767254","BLEVINS FOR PRESIDENT","LIB","Committee","C00708586","fec","C00708586"
"C00708594","PAID FAMILY LEAVE PAC","JACOB, ADAM","64 CUMBERLAND ST","","SAN FRANCISCO","CA","94110","U","N","","Q","","NONE","","1583200173826823011","PAID FAMILY LEAVE PAC","","Committee","C00708594","fec","C00708594"
"C00708610","PRO 2020","PAUL ROBERT O'NEILL","412 EVERGREEN ROAD","","NEW CUMBERLAND","PA","17070","P","P","UNK","Q","","","P20004818","1583200173826236273","PRO 2020","UNK","Committee","C00708610","fec","C00708610"
"C00708628","DR MANNY FOR US SENATE","HARRINGTON, CORDIA","PO BOX 58068","95 WHITE BRIDGE RD SUITE 207","NASHVILLE","TN","37205","P","S","REP","Q","","NONE","S0TN00144","1583200173826659429","DR MANNY FOR US SENATE","REP","Committee","C00708628","fec","C00708628"
"C00708636","HOULAPAC","KYRIACOPOULOS, JANICA","PO BOX 65322","","WASHINGTON","DC","20035","D","N","","M","","","","1583200173826889057","HOULAPAC","","Committee","C00708636","fec","C00708636"
"C00708644","BLACK BEAR PAC, INC.","GANTT, CHARLES","502 PINEVIEW DRIVE","","ELKINS","WV","26241","U","O","","Q","","NONE","","1583200173826518196","BLACK BEAR PAC, INC.","","Committee","C00708644","fec","C00708644"
"C00708651","FRIENDS OF MICHAEL FELDMAN","SINDALL, JUSTIN","3626 KESWICK RD","","BALTIMORE","MD","21211","P","H","DEM","Q","","NONE","H0MD02206","1583200173826887168","FRIENDS OF MICHAEL FELDMAN","DEM","Committee","C00708651","fec","C00708651"
"C00708669","JAMES WATERS FOR CONGRESS","LAWLER, KELLY","PO BOX 5081","","ANAHEIM","CA","92814","P","H","REP","Q","","NONE","H0CA46077","1583200173826313482","JAMES WATERS FOR CONGRESS","REP","Committee","C00708669","fec","C00708669"
"C00708677","SAN FRANCISCO BERNIECRATS","LEATHERMAN, MARY E","1925 15TH STREET","","SAN FRANCISCO","CA","94114","U","V","","T","","","","158320017382680044","SAN FRANCISCO BERNIECRATS","","Committee","C00708677","fec","C00708677"
"C00708685","PURPLE DRAGON PAC","TRUE, JORDAN","5655 LEWIS AVE","","LONG BEACH","CA","90805","U","V","","Q","","NONE","","1583200173826233697","PURPLE DRAGON PAC","","Committee","C00708685","fec","C00708685"
"C00708693","BRADYN PHIPPS","JOHNSON, JOHN","118 LOCUST ROAD","","BRISTOL","TN","37620","P","P","REP","Q","","NONE","","1583200173826727437","BRADYN PHIPPS","REP","Committee","C00708693","fec","C00708693"
"C00708701","BRENT WHALEY FOR CONGRESS","WHALEY, BRENT ALLEN MR.","PO BOX 20842","","MINNEAPOLIS","MN","55428","P","H","REP","Q","","NONE","H0MN05152","1583200173826504102","BRENT WHALEY FOR CONGRESS","REP","Committee","C00708701","fec","C00708701"
"C00708719","ALBERT THROWER 4 PRESIDENT","NELSON, ELIZABETH NELSON","1312 W 89TH ST","","CLEVELAND","OH","44102","P","P","DEM","Q","","NONE","P60022803","1583200173826971570","ALBERT THROWER 4 PRESIDENT","DEM","Committee","C00708719","fec","C00708719"
"C00708727","WOKE FUNDRAISING","BAUMANN, JAMIE","1119 WEST ST.","","BOYNE CITY","CA","49712","U","N","OTH","T","","","","1583200173826543800","WOKE FUNDRAISING","OTH","Committee","C00708727","fec","C00708727"
"C00708735","CHUCK JAGODA WORKING FOR WYOMING","JAGODA, CHUCK","495 NORTH WOLFE ROAD SUITE 317","","SUNNYVALE","CA","94085","P","S","DEM","Q","","NONE","S0WY00111","1583200173829825082","CHUCK JAGODA WORKING FOR WYOMING","DEM","Committee","C00708735","fec","C00708735"
"C00708743","DAWSON MCGUFFIN FOR PRESIDENT","MCGUFFIN, DAWSON","1812 AGARITO AVE","","ALICE","TX","78332","P","P","DEM","Q","","NONE","P00012302","1583200173829151812","DAWSON MCGUFFIN FOR PRESIDENT","DEM","Committee","C00708743","fec","C00708743"
"C00708750","BABBAGE FOR CONGRESS","MCDONNELL, HEATHER LYNN","PO BOX 374","","SUWANEE","GA","30024","P","H","REP","Q","","NONE","H0GA07307","1583200173829524595","BABBAGE FOR CONGRESS","REP","Committee","C00708750","fec","C00708750"
"C00708768","GODSTON 2020","GODSTON, PETER, MR","11654 PLAZA AMERICA DR#721","","RESTON","VA","20190","P","H","REP","Q","","NONE","","1583200173829108872","GODSTON 2020","REP","Committee","C00708768","fec","C00708768"
"C00708776","SEPPELFRICK FOR SENATE 2020","DEAN A SEPPELFRICK","882 NORTH SHELDON AVENUE","","AURORA","IL","605062727","P","S","REP","Q","","","S0IL00519","1583200173829994922","SEPPELFRICK FOR SENATE 2020","REP","Committee","C00708776","fec","C00708776"
"C00708784","FRIENDS OF LARRY REESE","REESE, MICHAEL L MR.","6341 SE AKINS LANE","346 N DEER STR.","PRINEVILLE","OR","97754","P","S","REP","Q","","NONE","S0OR00311","1583200173829531720","FRIENDS OF LARRY REESE","REP","Committee","C00708784","fec","C00708784"
"C00708792","REGINA MARSTON FOR CONGRESSIONAL DISTRICT 42","MARSTON, DENNIS","24447 WHITAKER WAY","","MURRIETA","CA","92562","P","H","DEM","Q","","NONE","H0CA42233","1583200173829648202","REGINA MARSTON FOR CONGRESSIONAL DISTRICT 42","DEM","Committee","C00708792","fec","C00708792"
"C00708800","FRED SCHULTZ JD FOR PRESIDENT 2020","STANOJEVIC, LJILJANA","PO BOX 634","","SAN DIEGO","CA","92038","P","P","DEM","Q","","NONE","P00012310","1583200173829495050","FRED SCHULTZ JD FOR PRESIDENT 2020","DEM","Committee","C00708800","fec","C00708800"
"C00708818","CAMPAIGN FUND OF JIMMY AUSBROOKS","BROZ, PAMELA","2199 PLEASANT HILL RD","","FRANKLIN","KY","42134","P","S","DEM","Q","","NONE","S0KY00313","1583200173829446855","CAMPAIGN FUND OF JIMMY AUSBROOKS","DEM","Committee","C00708818","fec","C00708818"
"C00708826","ALFERD CARL MURPHY","MURPHY, GLEN","1027 CROSSING BROOK WAY","","TALLAHASSEE","FL","32311","P","P","PRO","Q","","NONE","P00011486","158320017382980211","ALFERD CARL MURPHY","PRO","Committee","C00708826","fec","C00708826"
"C00708834","USA TERM LIMITS","HODGES, GRANT","100 N DIXIELAND RD","#198","ROGERS","AR","72756","U","O","","Q","","NONE","","1583200173830910975","USA TERM LIMITS","","Committee","C00708834","fec","C00708834"
"C00708842","FIGHTING FOR ALABAMA FUND, INC","REISNER, MICHELE","831 LINWOOD CT","","BIRMINGHAM","AL","35222","U","O","","Q","","NONE","","1583200173830268185","FIGHTING FOR ALABAMA FUND, INC","","Committee","C00708842","fec","C00708842"
"C00708859","ALP BASARAN FOR CONGRESS A NJ NONPROFIT CORPORATION","BASARAN, ALPASLAN","229 MAIN ST #2049","","FORT LEE","NJ","07024","P","H","DEM","Q","","NONE","H0NJ09184","1583200173830615493","ALP BASARAN FOR CONGRESS A NJ NONPROFIT CORPORATION","DEM","Committee","C00708859","fec","C00708859"
"C00708867","CAMPAIGN TO ELECT JAMES AVERHART","AVERHART, JAMES","430 SAINT LOUIS STREET","","MOBILE","AL","36602","P","H","DEM","Q","","NONE","H0AL01097","1583200173830360516","CAMPAIGN TO ELECT JAMES AVERHART","DEM","Committee","C00708867","fec","C00708867"
"C00708875","KATHY LANDING FOR CONGRESS","DATWYLER, THOMAS","PO BOX 31338","","CHARLESTON","SC","29417","P","H","REP","Q","","NONE","H0SC01386","1583200173830220782","KATHY LANDING FOR CONGRESS","REP","Committee","C00708875","fec","C00708875"
"C00708883","KEEPING AMERICA STRONG COMMITTEE","DATWYLER, THOMAS C.","499 SOUTH CAPITOL STREET SW","#405","WASHINGTON","DC","20003","U","O","","Q","","NONE","","1583200173830775280","KEEPING AMERICA STRONG COMMITTEE","","Committee","C00708883","fec","C00708883"
"C00708891","PAULA JEAN FOR WEST VIRGINIA","SWEARENGIN, PAULA JEAN","PO BOX 1688","","SOPHIA","WV","25921","P","S","DEM","Q","","NONE","S0WV00215","1583200173830771405","PAULA JEAN FOR WEST VIRGINIA","DEM","Committee","C00708891","fec","C00708891"
"C00708909","HOLD THE HOUSE FRONTLINE FUND","PETTERSON, JAY","401 2ND AVENUE SOUTH","SUITE 303","SEATTLE","WA","98104","J","N","","Q","","NONE","","1583200173830941381","HOLD THE HOUSE FRONTLINE FUND","","Committee","C00708909","fec","C00708909"
"C00708917","COMMITTEE TO ELECT SHELIA BRYANT","WELLONS, AVA","9801 APOLLO DRIVE","SUITE 7625","UPPER MARLBORO","MD","20773","P","H","DEM","Q","","NONE","H0MD04145","1583200173830977013","COMMITTEE TO ELECT SHELIA BRYANT","DEM","Committee","C00708917","fec","C00708917"
"C00708925","COMMITTEE TO ELECT THOMAS BASSETT FOR PRESIDENT","BASSETT, THOMAS","3310 PEMBROKE CIR","","ALPHARETTA","GA","30004","P","P","OTH","Q","","NONE","P00012336","1583200173830241985","COMMITTEE TO ELECT THOMAS BASSETT FOR PRESIDENT","OTH","Committee","C00708925","fec","C00708925"
"C00708933","LOLA OSORIA","OSORIA, REYNALDO MR.","2 CANFIELD AVENUE","UNIT 623","WHITE PLAINS","NY","10601","U","X","DEM","Q","","NONE","H0NY17166","1583200173830488389","LOLA OSORIA","DEM","Committee","C00708933","fec","C00708933"
"C00708941","ANDOM FOR CONGRESS","GHEBREGHIORGIS, ANDOM A.","65 FLEETWOOD AVENUE","PO BOX 400","MOUNT VERNON","NY","10552","P","H","DEM","Q","","NONE","H0NY16135","1583200173830990313","ANDOM FOR CONGRESS","DEM","Committee","C00708941","fec","C00708941"
"C00708958","UNIT CORPORATION FEDERAL POLITICAL ACTION COMMITTEE (OR UNIT CORPORATION FEDERAL PAC)","MARK E SCHELL","8200 SOUTH UNIT DRIVE","","TULSA","OK","74132","U","N","","Q","C","UNIT CORPORATION","","1583200173830979619","UNIT CORPORATION FEDERAL POLITICAL ACTION COMMITTEE (OR UNIT CORPORATION FEDERAL PAC)","","Committee","C00708958","fec","C00708958"
"C00708966","ACORN GROWTH COMPANIES, LLC PAC","CRAIG A WOODRUFF","621 N ROBINSON","SUITE 550","OKLAHOMA CITY","OK","73102","U","N","","Q","","","","1583200173830294119","ACORN GROWTH COMPANIES, LLC PAC","","Committee","C00708966","fec","C00708966"
"C00708974","TOMANYPAC","EVAN BUCHHOLZ","703 CHICOPEE ROW","","GROTON","MA","01450","U","V","","Q","","","","1583200173830668757","TOMANYPAC","","Committee","C00708974","fec","C00708974"
"C00708982","YANA FOR WYO","EAST, DEBRA","2252 WELSH LANE","","LARAMIE","WY","82070","P","S","DEM","Q","","NONE","S0WY00129","1583200173830203388","YANA FOR WYO","DEM","Committee","C00708982","fec","C00708982"
"C00709006","JESSICA CISNEROS FOR CONGRESS","CISNEROS, JESSICA","7305 SAN DARIO AVENUE, STE G","BOX #317","LAREDO","TX","78045","P","H","DEM","Q","","","H0TX28077","1583200173830241285","JESSICA CISNEROS FOR CONGRESS","DEM","Committee","C00709006","fec","C00709006"
"C00709014","BILL SCHAFER FOR CONGRESS","SCHAFER, WILLIAM","P.O. BOX 681","","INDIANOLA","IA","50125","P","H","R","Q","","NONE","H0IA03204","1583200173830763605","BILL SCHAFER FOR CONGRESS","R","Committee","C00709014","fec","C00709014"
"C00709022","PROGRESSIVE NATIONAL COMMITTEE","JACKSON, GEORGE FRANK MR. III","528 E. MAIN ST.","","DUBLIN","VA","24084","U","X","PRO","Q","","NONE","","1583200173831653467","PROGRESSIVE NATIONAL COMMITTEE","PRO","Committee","C00709022","fec","C00709022"
"C00709030","MONTANA FUTURES PAC","CALDWELL, SAMUEL","641 W SILVER","","BUTTE","MT","59701","U","V","","Q","","NONE","","1583200173831574664","MONTANA FUTURES PAC","","Committee","C00709030","fec","C00709030"
"C00709048","CAROL HAFNER FOR WYOMING","HAFNER, CAROL","514 AMERICAS WAY SUITE 2296","","BOX ELDER","SD","57719","P","H","DEM","Q","","NONE","H0WY01010","1583200173831186409","CAROL HAFNER FOR WYOMING","DEM","Committee","C00709048","fec","C00709048"
"C00709055","MONTANA AGRICULTURE PAC","CALDWELL, SAMUEL","641 W SILVER ST","","BUTTE","MT","59701","U","V","","Q","","NONE","","158320017383130132","MONTANA AGRICULTURE PAC","","Committee","C00709055","fec","C00709055"
"C00709063","MURRAY HOLCOMB FOR CONGRESS","PETTERSON, JAY","P.O. BOX 2383","","ROUND ROCK","TX","78680","P","H","DEM","T","","","H0TX31089","1583200173831728995","MURRAY HOLCOMB FOR CONGRESS","DEM","Committee","C00709063","fec","C00709063"
"C00709071","ROSEY FOR CONGRESS TEXAS 23","ABUABARA, ROSALINDA RAMOS","730 NORTH MAIN AVE SUITE 704","","SAN ANTONIO","TX","782051182","P","H","DEM","Q","","NONE","H0TX23193","1583200173831850506","ROSEY FOR CONGRESS TEXAS 23","DEM","Committee","C00709071","fec","C00709071"
"C00709089","FORTENBERRY-SCOTT VICTORY FUND","KILGORE, PAUL","824 S MILLEDGE AVE STE 101","","ATHENS","GA","30605","J","H","","Q","","","","1583200173831581412","FORTENBERRY-SCOTT VICTORY FUND","","Committee","C00709089","fec","C00709089"
"C00709097","NO2NDTERM.ORG","SMITH, JAY","1602 BELLE VIEW BLVD","","ALEXANDRIA","VA","22307","U","O","","Q","","NONE","","1583200173831734792","NO2NDTERM.ORG","","Committee","C00709097","fec","C00709097"
"C00709105","CITIZENS FOR TOM TARTER","DATWYLER, THOMAS C.","PO BOX 9144","","SPRINGFIELD","IL","62791","P","S","REP","Q","","NONE","S0IL00527","1583200173831993677","CITIZENS FOR TOM TARTER","REP","Committee","C00709105","fec","C00709105"
"C00709113","AMERICAN COALITION FOR CRISIS RELIEF PAC","WOOD, DON","6307 CARTMEL LANE","","WINDERMERE","FL","34786","U","O","","Q","","NONE","","1583200173831602090","AMERICAN COALITION FOR CRISIS RELIEF PAC","","Committee","C00709113","fec","C00709113"
"C00709121","CLARA SUE MILLER FOR PRESIDENT","CLARA SUE MILLER","1667 MAIN ST","","BRILLIANT","AL","35548","P","P","DEM","Q","","NONE","P00012344","1583200173831723318","CLARA SUE MILLER FOR PRESIDENT","DEM","Committee","C00709121","fec","C00709121"
"C00709147","THE FOOD PAC","WEINBERG, MITCHELL","1629 K STREET NW","SUITE 300","WASHINGTON","DC","20006","U","N","","Q","","NONE","","1583200173831820858","THE FOOD PAC","","Committee","C00709147","fec","C00709147"
"C00709154","DANIEL DECLEMENTS","DECLEMENTS, DANIEL","9733 E AXLE AVE","","MESA","AZ","85212","P","P","REP","Q","","NONE","P00012369","1583200173832230639","DANIEL DECLEMENTS","REP","Committee","C00709154","fec","C00709154"
"C00709162","TUCKER FOR CONGRESS","KALIPERSAD, SHIVA","248 PONTIAC PLACE 3G","","BRONX","NY","10469","P","H","REP","Q","","NONE","H0NY14254","1583200173832394636","TUCKER FOR CONGRESS","REP","Committee","C00709162","fec","C00709162"
"C00709170","ACCOUNTABILITY PROJECT ACTION FUND","ROSEN, GARY","750 3RD STREET, NW","#904","WASHINGTON","DC","20001","U","O","","Q","","NONE","","1583200173832211601","ACCOUNTABILITY PROJECT ACTION FUND","","Committee","C00709170","fec","C00709170"
"C00709188","HENDRITH SMITH FOR CONGRESS","SMITH, HENDRITH VANLON JR","1415 W OAK STREET","","KISSIMMEE","FL","34741","P","H","DEM","T","","","H0FL09107","1583200173832443460","HENDRITH SMITH FOR CONGRESS","DEM","Committee","C00709188","fec","C00709188"
"C00709196","BOWMAN FOR CONGRESS","BOWMAN, JAMAAL","81 PONDFIELD RD., SUITE D 351","","BRONXVILLE","NY","10708","P","H","DEM","Q","","NONE","H0NY16143","1583200173832569660","BOWMAN FOR CONGRESS","DEM","Committee","C00709196","fec","C00709196"
"C00709204","ALEXANDRA OWENSBY FOR THE PEOPLE","OWENSBY, ALEXANDRA DR.","353 RIVER ROAD","","FORT THOMAS","KY","41075","P","H","DEM","Q","","NONE","H0KY04117","1583200173832559740","ALEXANDRA OWENSBY FOR THE PEOPLE","DEM","Committee","C00709204","fec","C00709204"
"C00709212","PROJECT LOGIC","FABER, MICHAEL","42935 NOKES CORNER TER","","ASHBURN","VA","20148","U","N","","Q","","NONE","","1583200173832688462","PROJECT LOGIC","","Committee","C00709212","fec","C00709212"
"C00709220","NEVADA ACTION FUND","MELE, STEVEN","600 PENNSYLVANIA AVE SE","15845","WASHINGTON","DC","20003","J","N","","T","","","","1583200173832829663","NEVADA ACTION FUND","","Committee","C00709220","fec","C00709220"
"C00709238","DRAFT SARAH HUCKABEE SANDERS FOR ARKANSAS","KRASON, PATRICK","1413 MINE STREET","","NASHVILLE","AR","71852","U","V","","Q","","NONE","","1583200173832782733","DRAFT SARAH HUCKABEE SANDERS FOR ARKANSAS","","Committee","C00709238","fec","C00709238"
"C00709253","PANCHO VILLA FOR PRESIDENT","GALVAN, JESSE","4253 DODY STREET","","CORPUS CHRISTI","TX","78411","A","P","DEM","Q","","","P00012385","1583200173832760596","PANCHO VILLA FOR PRESIDENT","DEM","Committee","C00709253","fec","C00709253"
"C00709261","MICHAEL DENAME FOR PREESIDENT","DENAME, MICHAEL TONY MR MR","1870 MADISON PLACE","1870 MADISON PLACE","BROOKLYN","NY","11229","P","P","FLP","Q","","NONE","P20002440","1583200173832258648","MICHAEL DENAME FOR PREESIDENT","FLP","Committee","C00709261","fec","C00709261"
"C00709279","SWEET FOR SENATE","JACKSON, SUE","PO BOX 487","","HALLOWELL","ME","04347","P","S","DEM","Q","","NONE","S0ME00103","1583200173832358869","SWEET FOR SENATE","DEM","Committee","C00709279","fec","C00709279"
"C00709287","FRIENDS OF CHRIS SUPRUN FOR CONGRESS","KING, DAVID W","PO BOX 940070","","PLANO","TX","75094","P","H","DEM","Q","","NONE","H8TX27148","1583200173832871925","FRIENDS OF CHRIS SUPRUN FOR CONGRESS","DEM","Committee","C00709287","fec","C00709287"
"C00709295","USANA HEALTH SCIENCES, INC PAC","KENNEDY, ALEXANDER","3838 WEST PARKWAY BLVD","","SALT LAKE CITY","UT","84120","U","N","","Q","C","USANA HEALTH SCIENCES, INC.","","158320017383277876","USANA HEALTH SCIENCES, INC PAC","","Committee","C00709295","fec","C00709295"
"C00709303","THOMAS JAMES FOR PRESIDENT MAKING WE THE PEOPLE MEAN SOMETHING AGAIN","JAMES, KERRI LEE MISS","3408 MILL TREE RD APT A2","","RALEIGH","NC","27612","P","P","IDP","Q","","NONE","P00012245","1583200173832809265","THOMAS JAMES FOR PRESIDENT MAKING WE THE PEOPLE MEAN SOMETHING AGAIN","IDP","Committee","C00709303","fec","C00709303"
"C00709311","ANTONIO HICKS FOR CONGRESS","SHARIF, SAFIYYA HICKS","910 ATHENS HWY","STE K","LOGANVILLE","GA","30052","P","H","DEM","Q","","NONE","H0GA04122","1583200173832525755","ANTONIO HICKS FOR CONGRESS","DEM","Committee","C00709311","fec","C00709311"
"C00709329","HAND OF GOD PAC","BRIGHAM, BRIAN MR","303 S BROADWAY","STE 200-404","DENVER","CO","80209","U","O","","Q","","NONE","","1583200173832922594","HAND OF GOD PAC","","Committee","C00709329","fec","C00709329"
"C00709337","SERBIN FOR SENATE","SERBIN, JOHN PAUL","1081 AVALON DR.","","MOODY","AL","35004","P","S","REP","T","","","S0AL00271","1583200173832919251","SERBIN FOR SENATE","REP","Committee","C00709337","fec","C00709337"
"C00709345","THE JONATHAN ROYCE ESTEBAN CONGRESSIONAL PROJECT","ESTEBAN, JONATHAN ROYCE MR.","5939 PUKA SHELL ST.","","NORTH LAS VEGAS","NV","89031","P","H","LIB","Q","","NONE","H0NV04049","1583200173832503727","THE JONATHAN ROYCE ESTEBAN CONGRESSIONAL PROJECT","LIB","Committee","C00709345","fec","C00709345"
"C00709352","COMMITTEE TO ELECT STEVEN ERICH HUBBARD","HUBBARD, STEVEN ERICH MR.","1115 SOUTH WILLOW AVENUE","215","COOKEVILLE","TN","38501","P","H","DEM","T","","","H0TN47012","1583200173832417463","COMMITTEE TO ELECT STEVEN ERICH HUBBARD","DEM","Committee","C00709352","fec","C00709352"
"C00709360","AGUERO FOR TEXAS","AGUERO, PEDRO ANTONIO JR","P.O. BOX 5604","","EL PASO","TX","79955","P","H","REP","Q","","","H0TX16098","1583200173832843818","AGUERO FOR TEXAS","REP","Committee","C00709360","fec","C00709360"
"C00709378","BRAD HUSS FOR US CONGRESS","HUSS, BRADLEY","2009 NW PLEASANT ST","","ANKENY","IA","50023","P","H","REP","Q","","NONE","H0IA03212","1583200173832938545","BRAD HUSS FOR US CONGRESS","REP","Committee","C00709378","fec","C00709378"
